,DET1.APOTYPE.VAL,DET1.APOX.VAL,DET1.APOY.VAL,DET1.DIT,DET1.INTERFX.VAL,DET1.INTERFY.VAL,DET1.NCOHERENT.VAL,DET1.NINCOHERENT.VAL,DET1.SNRLIMIT.VAL,DET1.WLMAXCUT.VAL,DET1.WLMINCUT.VAL,DET2.APOTYPE.VAL,DET2.APOX.VAL,DET2.APOY.VAL,DET2.DIT,DET2.INTERFX.VAL,DET2.INTERFY.VAL,DET2.NCOHERENT.VAL,DET2.NINCOHERENT.VAL,DET2.SNRLIMIT.VAL,DET2.WLMAXCUT.VAL,DET2.WLMINCUT.VAL,INS.SFL.NAME,INS.SFN.NAME,SEQ.DARK.DURATION,SEQ.DIL.WL0,SEQ.FRINGES.DURATION,SEQ.FRINGES.NCYCLES,SEQ.OPDM.L.WLMAX,SEQ.OPDM.N.WLMAX,SEQ.OPDM.NSTEPS,SEQ.PHOTO.DURATION,SEQ.SKY.DURATION,TEL.CHOP.FREQ,TEL.CHOP.POSANG,TEL.CHOP.PVRATIO,TEL.CHOP.THROW
4361,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4371,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4381,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4392,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4402,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4434,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4488,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4507,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4535,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4548,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4564,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4594,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4610,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4621,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4640,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4668,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4696,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4723,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4750,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4783,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4842,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4866,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4892,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4906,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4925,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4939,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4957,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4975,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
4989,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5080,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5094,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5119,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5137,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5147,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5157,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5174,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5212,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5255,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5265,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5283,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5309,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5322,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5332,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5371,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5420,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5464,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5484,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5505,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5510,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5559,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5582,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5606,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5611,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5614,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5657,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5661,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5662,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5698,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5736,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5758,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5768,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5773,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5784,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5789,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5803,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5813,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5823,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5839,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5849,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5859,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5898,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5952,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
5997,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
6076,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
6148,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
6211,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
6242,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
6309,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
6404,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
6492,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
6566,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
6646,0.0,512.0,512.0,0.011,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.02,512.0,512.0,20.0,1.0,5.0,13.0,8.0,1.5,2.0,30.0,3.5,60.0,1.0,4.0,13.0,10.0,60.0,30.0,0.5,0.0,1.0,5.0
