,COU.AG.ALPHA,COU.AG.DELTA,COU.AG.EPOCH,COU.AG.EQUINOX,COU.AG.PMA,COU.AG.PMD,COU.GS.MAG,DEL.REF.NAME,DEL.REF.OPL,DET1.APOTYPE.VAL,DET1.APOX.VAL,DET1.APOY.VAL,DET1.DIT,DET1.INTERFX.VAL,DET1.INTERFY.VAL,DET1.NCOHERENT.VAL,DET1.NINCOHERENT.VAL,DET1.SNRLIMIT.VAL,DET1.WLMAXCUT.VAL,DET1.WLMINCUT.VAL,DET2.APOTYPE.VAL,DET2.APOX.VAL,DET2.APOY.VAL,DET2.DIT,DET2.INTERFX.VAL,DET2.INTERFY.VAL,DET2.NCOHERENT.VAL,DET2.NDIT.SKY,DET2.NINCOHERENT.VAL,DET2.SNRLIMIT.VAL,DET2.WLMAXCUT.VAL,DET2.WLMINCUT.VAL,INS.STSOFFANG,SEQ.ACQ.DET1.DIT,SEQ.ACQ.DET2.DIT,SEQ.ACQ.SKY.DURATION,SEQ.ACQ.TARG.DURATION,SEQ.DIL.WL0,SEQ.FI.HMAG,SEQ.OPDM.L.WLMAX,SEQ.OPDM.N.WLMAX,SEQ.PUP.DET1.DIT,SEQ.PUP.SKY.DURATION,SEQ.PUP.TARG.DURATION,SEQ.SKY.OFFS.ALPHA,SEQ.SKY.OFFS.DELTA,SEQ.SKY.X,SEQ.SKY.Y,SEQ.TARG.FLUX.L,SEQ.TARG.FLUX.N,SEQ.TARG.MAG.K,TEL.GS1.ALPHA,TEL.GS1.DELTA,TEL.GS1.MAG,TEL.TARG.ADDVELALPHA,TEL.TARG.ADDVELDELTA,TEL.TARG.ALPHA,TEL.TARG.DELTA,TEL.TARG.EQUINOX,TEL.TARG.PMA,TEL.TARG.PMD
4057,0.0,0.0,2000.0,2000.0,0.0,0.0,4.3,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,88.9,13.2,1.2,0.0,0.0,12.0,0.0,0.0,194137.26,-655115.8,2000.0,0.0152,-0.00717
4130,0.0,0.0,2000.0,2000.0,0.0,0.0,4.3,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,88.9,13.2,1.2,0.0,0.0,12.0,0.0,0.0,134738.539,-501914.476,2000.0,-0.14109,-0.00082
4132,0.0,0.0,2000.0,2000.0,0.0,0.0,4.3,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,88.9,13.2,1.2,0.0,0.0,12.0,0.0,0.0,134738.539,-501914.476,2000.0,-0.14109,-0.00082
4133,0.0,0.0,2000.0,2000.0,0.0,0.0,4.3,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,88.9,13.2,1.2,0.0,0.0,12.0,0.0,0.0,194137.26,-655115.8,2000.0,0.0152,-0.00717
4201,0.0,0.0,2000.0,2000.0,0.0,0.0,4.3,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,88.9,13.2,1.2,0.0,0.0,12.0,0.0,0.0,194137.26,-655115.8,2000.0,0.0152,-0.00717
5861,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,3000.0,300.0,0.0,0.0,0.0,12.0,0.0,0.0,120821.522,-504320.69,2000.0,-0.04011,-0.001557
5862,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,3000.0,300.0,0.0,0.0,0.0,12.0,0.0,0.0,120821.522,-504320.69,2000.0,-0.04011,-0.001557
5863,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,3000.0,300.0,0.0,0.0,0.0,12.0,0.0,0.0,120821.522,-504320.69,2000.0,-0.04011,-0.001557
5864,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,3000.0,300.0,0.0,0.0,0.0,12.0,0.0,0.0,120821.522,-504320.69,2000.0,-0.04011,-0.001557
5865,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,3000.0,300.0,0.0,0.0,0.0,12.0,0.0,0.0,120821.522,-504320.69,2000.0,-0.04011,-0.001557
5866,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,3000.0,300.0,0.0,0.0,0.0,12.0,0.0,0.0,120821.522,-504320.69,2000.0,-0.04011,-0.001557
5867,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,3000.0,300.0,0.0,0.0,0.0,12.0,0.0,0.0,120821.522,-504320.69,2000.0,-0.04011,-0.001557
5868,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,3000.0,300.0,0.0,0.0,0.0,12.0,0.0,0.0,120821.522,-504320.69,2000.0,-0.04011,-0.001557
5869,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,3000.0,300.0,0.0,0.0,0.0,12.0,0.0,0.0,120821.522,-504320.69,2000.0,-0.04011,-0.001557
5870,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,3000.0,300.0,0.0,0.0,0.0,12.0,0.0,0.0,120821.522,-504320.69,2000.0,-0.04011,-0.001557
5871,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,3000.0,300.0,0.0,0.0,0.0,12.0,0.0,0.0,120821.522,-504320.69,2000.0,-0.04011,-0.001557
5872,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,3000.0,300.0,0.0,0.0,0.0,12.0,0.0,0.0,120821.522,-504320.69,2000.0,-0.04011,-0.001557
5873,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,3000.0,300.0,0.0,0.0,0.0,12.0,0.0,0.0,120821.522,-504320.69,2000.0,-0.04011,-0.001557
5874,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,3000.0,300.0,0.0,0.0,0.0,12.0,0.0,0.0,120821.522,-504320.69,2000.0,-0.04011,-0.001557
5875,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,3000.0,300.0,0.0,0.0,0.0,12.0,0.0,0.0,120821.522,-504320.69,2000.0,-0.04011,-0.001557
5876,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,3000.0,300.0,0.0,0.0,0.0,12.0,0.0,0.0,120821.522,-504320.69,2000.0,-0.04011,-0.001557
5877,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,3000.0,300.0,0.0,0.0,0.0,12.0,0.0,0.0,120821.522,-504320.69,2000.0,-0.04011,-0.001557
5878,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,3000.0,300.0,0.0,0.0,0.0,12.0,0.0,0.0,120821.522,-504320.69,2000.0,-0.04011,-0.001557
5879,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,3000.0,300.0,0.0,0.0,0.0,12.0,0.0,0.0,120821.522,-504320.69,2000.0,-0.04011,-0.001557
5880,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,3000.0,300.0,0.0,0.0,0.0,12.0,0.0,0.0,120821.522,-504320.69,2000.0,-0.04011,-0.001557
5881,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,3000.0,300.0,0.0,0.0,0.0,12.0,0.0,0.0,120821.522,-504320.69,2000.0,-0.04011,-0.001557
5882,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,3000.0,300.0,0.0,0.0,0.0,12.0,0.0,0.0,120821.522,-504320.69,2000.0,-0.04011,-0.001557
5883,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,3000.0,300.0,0.0,0.0,0.0,12.0,0.0,0.0,120821.522,-504320.69,2000.0,-0.04011,-0.001557
5884,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,3000.0,300.0,0.0,0.0,0.0,12.0,0.0,0.0,120821.522,-504320.69,2000.0,-0.04011,-0.001557
5885,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,3000.0,300.0,0.0,0.0,0.0,12.0,0.0,0.0,120821.522,-504320.69,2000.0,-0.04011,-0.001557
5886,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,3000.0,300.0,0.0,0.0,0.0,12.0,0.0,0.0,120821.522,-504320.69,2000.0,-0.04011,-0.001557
5887,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,3000.0,300.0,0.0,0.0,0.0,12.0,0.0,0.0,120821.522,-504320.69,2000.0,-0.04011,-0.001557
5888,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,3000.0,300.0,0.0,0.0,0.0,12.0,0.0,0.0,120821.522,-504320.69,2000.0,-0.04011,-0.001557
5889,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,3000.0,300.0,0.0,0.0,0.0,12.0,0.0,0.0,120821.522,-504320.69,2000.0,-0.04011,-0.001557
6052,0.0,0.0,2000.0,2000.0,0.0,0.0,4.4,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,420.0,89.0,-0.6,0.0,0.0,12.0,0.0,0.0,15338.74,-461809.6,2000.0,-0.0932,-0.0912
6065,0.0,0.0,2000.0,2000.0,0.0,0.0,3.9,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,30.0,6.5,3.5,0.0,0.0,12.0,0.0,0.0,64950.45,-323030.5,2000.0,-0.00884,0.00373
6092,0.0,0.0,2000.0,2000.0,0.0,0.0,3.1,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,1000.0,214.0,-1.6,0.0,0.0,12.0,0.0,0.0,181737.63,-364542.0,2000.0,-0.13,-0.166
6093,0.0,0.0,2000.0,2000.0,0.0,0.0,3.1,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,1000.0,214.0,-1.6,0.0,0.0,12.0,0.0,0.0,181737.63,-364542.0,2000.0,-0.13,-0.166
6101,0.0,0.0,2000.0,2000.0,0.0,0.0,2.8,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,9.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,380.0,59.0,-0.1,0.0,0.0,12.0,0.0,0.0,221830.09,-601534.5,2000.0,-0.0707,-0.0394
6108,0.0,0.0,2000.0,2000.0,0.0,0.0,4.4,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,420.0,89.0,-0.6,0.0,0.0,12.0,0.0,0.0,15338.74,-461809.6,2000.0,-0.0932,-0.0912
6112,0.0,0.0,2000.0,2000.0,0.0,0.0,0.5,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,130.0,16.0,0.8,0.0,0.0,12.0,0.0,0.0,13742.84,-571412.3,2000.0,0.087,-0.0382
6116,0.0,0.0,2000.0,2000.0,0.0,0.0,4.4,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,420.0,89.0,-0.6,0.0,0.0,12.0,0.0,0.0,15338.74,-461809.6,2000.0,-0.0932,-0.0912
6119,0.0,0.0,2000.0,2000.0,0.0,0.0,0.5,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,130.0,16.0,0.8,0.0,0.0,12.0,0.0,0.0,13742.84,-571412.3,2000.0,0.087,-0.0382
6123,0.0,0.0,2000.0,2000.0,0.0,0.0,4.4,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,420.0,89.0,-0.6,0.0,0.0,12.0,0.0,0.0,15338.74,-461809.6,2000.0,-0.0932,-0.0912
6126,0.0,0.0,2000.0,2000.0,0.0,0.0,6.7,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,16.0,2.0,2.7,0.0,0.0,12.0,0.0,0.0,10627.692,-395122.607,2000.0,0.016044,0.019536
6130,0.0,0.0,2000.0,2000.0,0.0,0.0,8.75,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,1.0,0.16,6.2,0.0,0.0,12.0,0.0,0.0,5339.564,-375813.709,2000.0,0.027263,-0.029137
6134,0.0,0.0,2000.0,2000.0,0.0,0.0,0.1,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.2,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,240.0,41.0,0.2,0.0,0.0,12.0,0.0,0.0,51432.27,-81205.8,2000.0,0.00131,0.0005
6138,0.0,0.0,2000.0,2000.0,0.0,0.0,4.4,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,0.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,420.0,89.0,-0.6,0.0,0.0,12.0,0.0,0.0,15338.74,-461809.6,2000.0,-0.0932,-0.0912
6166,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,1.0,30.0,0.0,512.0,512.0,0.7,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,0.3,512.0,512.0,20.0,1.0,1.0,5.0,10.0,8.0,90.0,0.005,0.005,10.0,10.0,3.5,,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2000.0,2000.0,3000.0,300.0,0.6,0.0,0.0,12.0,0.0,0.0,120821.522,-504320.69,2000.0,-0.04011,-0.001557
