,DET1.DIT,DET1.NDIT,DET1.NDITSKIP,DET1.PERIOD,DET1.TDELAY,DET1.WIN.MTCS.LIST,DET1.WIN.MTCW.LIST,DET1.WIN.NCOL,DET1.WIN.NROW,DET2.DIT,DET2.NDIT,DET2.NDITSKIP,DET2.PERIOD,DET2.TDELAY,DET2.WIN.MTCS.LIST,DET2.WIN.MTCW.LIST,DET2.WIN.NCOL,DET2.WIN.NROW,INS.SFL.NAME,INS.SFN.NAME,SEQ.LAMP.COOLDOWN
2394,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
2409,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
2410,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
2443,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
2444,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
2508,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
2509,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
2577,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
2578,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
2582,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
2583,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
2632,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
2633,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
2715,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
2716,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
2793,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
2794,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
2838,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
2839,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
2874,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
2875,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
2931,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
2932,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3004,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3005,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3074,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3075,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3110,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3111,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3181,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3182,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3265,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3266,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3286,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3287,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3296,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3297,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3306,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3307,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3322,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3323,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3330,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3331,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3338,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3339,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3361,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3362,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3371,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3372,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3379,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3380,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3387,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3388,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3404,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3405,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3436,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3437,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3464,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3465,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3508,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3509,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3560,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3561,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3622,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3623,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3694,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3695,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3759,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3760,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3812,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3813,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3823,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3824,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3831,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3832,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3851,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3852,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3863,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3864,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3886,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3887,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3893,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3894,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3954,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3955,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3972,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
3973,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4074,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4075,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4181,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4182,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4223,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4224,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4272,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4273,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4294,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4295,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4314,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4315,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4332,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4333,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4344,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4345,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4354,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4355,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4364,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4365,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4374,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4375,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4385,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4386,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4395,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4396,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4427,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4428,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4481,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4482,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4500,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4501,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4528,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4529,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4541,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4542,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4551,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4552,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4587,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4588,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4600,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4603,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4604,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4614,0.1,128.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,0.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
4615,0.1,0.0,1.0,0.2,0.0,1.0,2048.0,1.0,2.0,0.01,128.0,1.0,0.2,0.0,1.0,1024.0,1.0,3.0,1.0,1.5,120.0
